Admission Number,Date of Transaction,Invoice ID,Fee head,Fee term,Original Fee Amount,Concession Applied,Final Amount (paid),concession name,Payment Mode,Collected By ID
10003105,3/25/25,267,Tuition Fees,April,3500,,3500,,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10003105,3/25/25,267,Parent Orientation,April,1000,,1000,,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10003105,3/25/25,267,Annual Fund,April,5000,,5000,,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10003105,3/25/25,267,Term Charges,April,4300,,4300,,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10002514,3/25/25,266,Tuition Fees,April,3800,,3800,,Wallet/UPI/QR,
10002514,3/25/25,266,Parent Orientation,April,1000,,1000,,Wallet/UPI/QR,
10002514,3/25/25,266,WonderSkill Workshop,April,1000,,1000,,Wallet/UPI/QR,
10002514,3/25/25,266,Annual Fund,April,5000,,5000,,Wallet/UPI/QR,
10002514,3/25/25,266,Term Charges,April,4600,,4600,,Wallet/UPI/QR,
10002760,3/25/25,265,Tuition Fees,April,3500,,3500,,Cash,
10002760,3/25/25,265,Parent Orientation,April,1000,,1000,,Cash,
10002760,3/25/25,265,Annual Fund,April,5000,,5000,,Cash,
10002760,3/25/25,265,Term Charges,April,4300,,4300,,Cash,
10002012,3/25/25,264,Tuition Fees,April,3500,525,2975,Sibling Concession 15%,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10002012,3/25/25,264,Parent Orientation,April,1000,,1000,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10002012,3/25/25,264,Annual Fund,April,5000,,5000,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10002012,3/25/25,264,Term Charges,April,4300,,4300,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10002496,3/25/25,263,Tuition Fees,April,3800,,3800,,Cash,cmd3fp3ok00027ifwvb3nbrat
10002496,3/25/25,263,Parent Orientation,April,1000,,1000,,Cash,cmd3fp3ok00027ifwvb3nbrat
10002496,3/25/25,263,WonderSkill Workshop,April,1000,,1000,,Cash,cmd3fp3ok00027ifwvb3nbrat
10002496,3/25/25,263,Annual Fund,April,5000,,5000,,Cash,cmd3fp3ok00027ifwvb3nbrat
10002496,3/25/25,263,Term Charges,April,4600,,4600,,Cash,cmd3fp3ok00027ifwvb3nbrat
10002558,3/25/25,262,Tuition Fees,April,3500,,3500,,ONLINE,
10002558,3/25/25,262,Parent Orientation,April,1000,,1000,,ONLINE,
10002558,3/25/25,262,Term Charges,April,4300,,4300,,ONLINE,
10001462,3/25/25,261,Tuition Fees,April,4000,,4000,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10001462,3/25/25,261,Parent Orientation,April,1000,,1000,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10001462,3/25/25,261,Annual Fund,April,5000,,5000,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10001462,3/25/25,261,Term Charges,April,4800,,4800,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10001462,3/25/25,261,CAPS Workshop,April,2000,,2000,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10002616,3/25/25,260,Tuition Fees,April,3500,525,2975,Sibling Concession 15%,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10002616,3/25/25,260,Parent Orientation,April,1000,,1000,,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10002616,3/25/25,260,Annual Fund,April,5000,,5000,,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10002616,3/25/25,260,Term Charges,April,4300,,4300,,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10002025,3/25/25,259,Tuition Fees,April,3500,,3500,,ONLINE,
10002025,3/25/25,259,Parent Orientation,April,1000,,1000,,ONLINE,
10002025,3/25/25,259,Term Charges,April,4300,,4300,,ONLINE,
10002246,3/25/25,258,Tuition Fees,April,3500,,3500,,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10002246,3/25/25,258,Parent Orientation,April,1000,,1000,,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10002246,3/25/25,258,Annual Fund,April,5000,,5000,,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10002246,3/25/25,258,Term Charges,April,4300,,4300,,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10002248,3/25/25,257,Tuition Fees,April,3500,,3500,,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10002248,3/25/25,257,Parent Orientation,April,1000,,1000,,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10002248,3/25/25,257,Annual Fund,April,5000,,5000,,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10002248,3/25/25,257,Term Charges,April,4300,,4300,,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10002762,3/25/25,256,Tuition Fees,April,3500,525,2975,Sibling Concession 15%,ONLINE,
10002762,3/25/25,256,Parent Orientation,April,1000,,1000,,ONLINE,
10002762,3/25/25,256,Annual Fund,April,5000,,5000,,ONLINE,
10002762,3/25/25,256,Term Charges,April,4300,,4300,,ONLINE,
10002698,3/25/25,255,Tuition Fees,April,3500,,3500,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10002698,3/25/25,255,Parent Orientation,April,1000,,1000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10002698,3/25/25,255,Annual Fund,April,5000,,5000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10002698,3/25/25,255,Term Charges,April,4300,,4300,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10002044,3/25/25,254,Tuition Fees,April,3800,525,3275,Sibling Concession 15%,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10002044,3/25/25,254,Parent Orientation,April,1000,,1000,,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10002044,3/25/25,254,WonderSkill Workshop,April,1000,,1000,,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10002044,3/25/25,254,Annual Fund,April,5000,,5000,,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10002044,3/25/25,254,Term Charges,April,4600,,4600,,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10001844,3/25/25,253,Tuition Fees,April,4000,,4000,,Wallet/UPI/QR,
10001844,3/25/25,253,Parent Orientation,April,1000,,1000,,Wallet/UPI/QR,
10001844,3/25/25,253,Annual Fund,April,5000,,5000,,Wallet/UPI/QR,
10001844,3/25/25,253,Term Charges,April,4800,,4800,,Wallet/UPI/QR,
10001844,3/25/25,253,CAPS Workshop,April,2000,,2000,,Wallet/UPI/QR,
10001460,3/25/25,252,Tuition Fees,April,4000,,4000,,Cash,
10001460,3/25/25,252,Parent Orientation,April,1000,,1000,,Cash,
10001460,3/25/25,252,Annual Fund,April,5000,,5000,,Cash,
10001460,3/25/25,252,Term Charges,April,4800,,4800,,Cash,
10001460,3/25/25,252,CAPS Workshop,April,2000,,2000,,Cash,
10001845,3/25/25,251,Tuition Fees,April,3800,,3800,,Wallet/UPI/QR,
10001845,3/25/25,251,Parent Orientation,April,1000,,1000,,Wallet/UPI/QR,
10001845,3/25/25,251,WonderSkill Workshop,April,1000,,1000,,Wallet/UPI/QR,
10001845,3/25/25,251,Annual Fund,April,5000,,5000,,Wallet/UPI/QR,
10001845,3/25/25,251,Term Charges,April,4600,,4600,,Wallet/UPI/QR,
10002429,3/25/25,250,Tuition Fees,April,3500,525,2975,Sibling Concession 15%,ONLINE,
10002429,3/25/25,250,Parent Orientation,April,1000,,1000,,ONLINE,
10002429,3/25/25,250,Annual Fund,April,5000,,5000,,ONLINE,
10002429,3/25/25,250,Term Charges,April,4300,,4300,,ONLINE,
10001833,3/25/25,249,WonderSkill Workshop,April,1000,,1000,,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10001833,3/25/25,249,Annual Fund,April,5000,,5000,,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10001833,3/25/25,249,Term Charges,April,4600,,4600,,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10002513,3/25/25,248,Tuition Fees,April,3800,,3800,,Wallet/UPI/QR,
10002513,3/25/25,248,Parent Orientation,April,1000,,1000,,Wallet/UPI/QR,
10002513,3/25/25,248,WonderSkill Workshop,April,1000,,1000,,Wallet/UPI/QR,
10002513,3/25/25,248,Annual Fund,April,5000,,5000,,Wallet/UPI/QR,
10002513,3/25/25,248,Term Charges,April,4600,,4600,,Wallet/UPI/QR,
10002678,3/25/25,247,Tuition Fees,April,3500,,3500,,Wallet/UPI/QR,
10002678,3/25/25,247,Parent Orientation,April,1000,,1000,,Wallet/UPI/QR,
10002678,3/25/25,247,Annual Fund,April,5000,,5000,,Wallet/UPI/QR,
10002678,3/25/25,247,Term Charges,April,4300,,4300,,Wallet/UPI/QR,
10001300,3/25/25,246,Tuition Fees,April,4000,,4000,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10001300,3/25/25,246,Parent Orientation,April,1000,,1000,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10001300,3/25/25,246,Annual Fund,April,1000,,1000,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10001300,3/25/25,246,Term Charges,April,4800,,4800,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10001300,3/25/25,246,CAPS Workshop,April,2000,,2000,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10001300,3/25/25,246,Tuition Fees,May + June,8000,,8000,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10001300,3/25/25,246,Tuition Fees,July + August,8000,,8000,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10001300,3/25/25,246,Tuition Fees,September + October,8000,,8000,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10001300,3/25/25,246,Tuition Fees,November,4000,,4000,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10001300,3/25/25,246,Term Charges,November,4800,,4800,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10001300,3/25/25,246,Tuition Fees,December + January,8000,,8000,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10001300,3/25/25,246,Tuition Fees,February + March,8000,,8000,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10001295,3/25/25,245,Tuition Fees,April,4000,,4000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10001295,3/25/25,245,Parent Orientation,April,1000,,1000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10001295,3/25/25,245,Annual Fund,April,1000,,1000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10001295,3/25/25,245,Term Charges,April,4800,,4800,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10001295,3/25/25,245,CAPS Workshop,April,2000,,2000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10001295,3/25/25,245,Tuition Fees,May + June,8000,,8000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10001295,3/25/25,245,Tuition Fees,July + August,8000,,8000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10001295,3/25/25,245,Tuition Fees,September + October,8000,,8000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10001295,3/25/25,245,Tuition Fees,November,4000,,4000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10001295,3/25/25,245,Term Charges,November,4800,,4800,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10001295,3/25/25,245,Tuition Fees,December + January,8000,,8000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10001295,3/25/25,245,Tuition Fees,February + March,8000,,8000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10002045,3/25/25,244,Tuition Fees,February + March,7000,1050,5950,Sibling Concession 15%,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10002034,3/25/25,243,Tuition Fees,April,3500,,3500,,Cash,cmd3fp3ok00027ifwvb3nbrat
10002034,3/25/25,243,Parent Orientation,April,1000,,1000,,Cash,cmd3fp3ok00027ifwvb3nbrat
10002034,3/25/25,243,Annual Fund,April,5000,,5000,,Cash,cmd3fp3ok00027ifwvb3nbrat
10002034,3/25/25,243,Term Charges,April,4300,,4300,,Cash,cmd3fp3ok00027ifwvb3nbrat
10002823,3/25/25,242,Tuition Fees,April,3500,525,2975,Sibling Concession 15%,Wallet/UPI/QR,
10002823,3/25/25,242,Parent Orientation,April,1000,,1000,,Wallet/UPI/QR,
10002823,3/25/25,242,Annual Fund,April,5000,,5000,,Wallet/UPI/QR,
10002823,3/25/25,242,Term Charges,April,4300,,4300,,Wallet/UPI/QR,
10002007,3/25/25,241,Tuition Fees,April,3500,,3500,,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10002007,3/25/25,241,Parent Orientation,April,1000,,1000,,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10002007,3/25/25,241,Annual Fund,April,1000,,1000,,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10002007,3/25/25,241,Term Charges,April,4300,,4300,,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10002007,3/25/25,241,Tuition Fees,May + June,7000,,7000,,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10002007,3/25/25,241,Tuition Fees,July + August,7000,,7000,,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10002007,3/25/25,241,Tuition Fees,September + October,7000,,7000,,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10002007,3/25/25,241,Tuition Fees,November,3500,,3500,,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10002007,3/25/25,241,Term Charges,November,4300,,4300,,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10002007,3/25/25,241,Tuition Fees,December + January,7000,,7000,,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10002007,3/25/25,241,Tuition Fees,February + March,7000,,7000,,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10001902,3/25/25,240,Tuition Fees,April,3800,,3800,,Wallet/UPI/QR,
10001902,3/25/25,240,Parent Orientation,April,1000,,1000,,Wallet/UPI/QR,
10001902,3/25/25,240,WonderSkill Workshop,April,1000,,1000,,Wallet/UPI/QR,
10001902,3/25/25,240,Annual Fund,April,5000,,5000,,Wallet/UPI/QR,
10001902,3/25/25,240,Term Charges,April,4600,,4600,,Wallet/UPI/QR,
10002785,3/25/25,239,Tuition Fees,April,4000,,4000,,Wallet/UPI/QR,
10002785,3/25/25,239,Parent Orientation,April,1000,,1000,,Wallet/UPI/QR,
10002785,3/25/25,239,Annual Fund,April,5000,,5000,,Wallet/UPI/QR,
10002785,3/25/25,239,Term Charges,April,4800,,4800,,Wallet/UPI/QR,
10002785,3/25/25,239,CAPS Workshop,April,2000,,2000,,Wallet/UPI/QR,
10002045,3/25/25,238,Tuition Fees,April,3500,525,2975,Sibling Concession 15%,Cash,cmd3fp3ok00027ifwvb3nbrat
10002045,3/25/25,238,Parent Orientation,April,1000,,1000,,Cash,cmd3fp3ok00027ifwvb3nbrat
10002045,3/25/25,238,Annual Fund,April,1000,,1000,,Cash,cmd3fp3ok00027ifwvb3nbrat
10002045,3/25/25,238,Term Charges,April,4300,,4300,,Cash,cmd3fp3ok00027ifwvb3nbrat
10002045,3/25/25,238,Tuition Fees,May + June,7000,1050,5950,Sibling Concession 15%,Cash,cmd3fp3ok00027ifwvb3nbrat
10002045,3/25/25,238,Tuition Fees,July + August,7000,1050,5950,Sibling Concession 15%,Cash,cmd3fp3ok00027ifwvb3nbrat
10002045,3/25/25,238,Tuition Fees,September + October,7000,1050,5950,Sibling Concession 15%,Cash,cmd3fp3ok00027ifwvb3nbrat
10002045,3/25/25,238,Tuition Fees,November,3500,525,2975,Sibling Concession 15%,Cash,cmd3fp3ok00027ifwvb3nbrat
10002045,3/25/25,238,Term Charges,November,4300,,4300,,Cash,cmd3fp3ok00027ifwvb3nbrat
10002045,3/25/25,238,Tuition Fees,December + January,7000,1050,5950,Sibling Concession 15%,Cash,cmd3fp3ok00027ifwvb3nbrat
10002926,3/25/25,237,Annual Fund,April,5000,,5000,,ONLINE,
10002926,3/25/25,237,Term Charges,April,4600,,4600,,ONLINE,
10002926,3/25/25,237,Tuition Fees,April,3800,,3800,,ONLINE,
10002926,3/25/25,237,Parent Orientation,April,1000,,1000,,ONLINE,
10002926,3/25/25,237,WonderSkill Workshop,April,1000,,1000,,ONLINE,
10002305,3/25/25,236,Tuition Fees,April,3800,525,3275,Sibling Concession 15%,Cash,cmd3fq0hm00037ifw68pdxd2t
10002305,3/25/25,236,Parent Orientation,April,1000,,1000,,Cash,cmd3fq0hm00037ifw68pdxd2t
10002305,3/25/25,236,WonderSkill Workshop,April,1000,,1000,,Cash,cmd3fq0hm00037ifw68pdxd2t
10002305,3/25/25,236,Annual Fund,April,5000,,5000,,Cash,cmd3fq0hm00037ifw68pdxd2t
10002305,3/25/25,236,Term Charges,April,4600,,4600,,Cash,cmd3fq0hm00037ifw68pdxd2t
10001468,3/25/25,235,Tuition Fees,April,3800,,3800,,Cash,cmd3fq0hm00037ifw68pdxd2t
10001468,3/25/25,235,Parent Orientation,April,1000,,1000,,Cash,cmd3fq0hm00037ifw68pdxd2t
10001468,3/25/25,235,Annual Fund,April,5000,,5000,,Cash,cmd3fq0hm00037ifw68pdxd2t
10001468,3/25/25,235,Term Charges,April,4600,,4600,,Cash,cmd3fq0hm00037ifw68pdxd2t
10001468,3/25/25,235,CAPS Workshop,April,2000,,2000,,Cash,cmd3fq0hm00037ifw68pdxd2t
10001401,3/25/25,234,Tuition Fees,April,4300,1500,2800,Staff Concession 1500,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10001401,3/25/25,234,Parent Orientation,April,1000,,1000,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10001401,3/25/25,234,Annual Fund,April,1000,,1000,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10001401,3/25/25,234,Term Charges,April,3300,,3300,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10001401,3/25/25,234,Tuition Fees,May + June,8600,3000,5600,Staff Concession 1500,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10001401,3/25/25,234,Tuition Fees,July + August,8600,3000,5600,Staff Concession 1500,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10001401,3/25/25,234,Tuition Fees,September + October,8600,3000,5600,Staff Concession 1500,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10001401,3/25/25,234,Tuition Fees,November,4300,1500,2800,Staff Concession 1500,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10001401,3/25/25,234,Term Charges,November,3300,,3300,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10001401,3/25/25,234,Tuition Fees,December + January,8600,3000,5600,Staff Concession 1500,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10001401,3/25/25,234,Tuition Fees,February + March,8600,3000,5600,Staff Concession 1500,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10001339,3/25/25,233,Tuition Fees,April,4000,,4000,,Cash,cmd3fp3ok00027ifwvb3nbrat
10001339,3/25/25,233,Parent Orientation,April,1000,,1000,,Cash,cmd3fp3ok00027ifwvb3nbrat
10001339,3/25/25,233,Annual Fund,April,5000,,5000,,Cash,cmd3fp3ok00027ifwvb3nbrat
10001339,3/25/25,233,Term Charges,April,4800,,4800,,Cash,cmd3fp3ok00027ifwvb3nbrat
10001339,3/25/25,233,CAPS Workshop,April,2000,,2000,,Cash,cmd3fp3ok00027ifwvb3nbrat
10003047,3/25/25,232,Tuition Fees,April,3500,,3500,,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10003047,3/25/25,232,Parent Orientation,April,1000,,1000,,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10003047,3/25/25,232,Annual Fund,April,5000,,5000,,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10003047,3/25/25,232,Term Charges,April,4300,,4300,,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10003048,3/25/25,231,Tuition Fees,April,3500,525,2975,Sibling Concession 15%,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10003048,3/25/25,231,Parent Orientation,April,1000,,1000,,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10003048,3/25/25,231,Annual Fund,April,5000,,5000,,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10003048,3/25/25,231,Term Charges,April,4300,,4300,,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10001843,3/25/25,230,Tuition Fees,April,4000,,4000,,Cash,cmd3fp3ok00027ifwvb3nbrat
10001843,3/25/25,230,Parent Orientation,April,1000,,1000,,Cash,cmd3fp3ok00027ifwvb3nbrat
10001843,3/25/25,230,Annual Fund,April,5000,,5000,,Cash,cmd3fp3ok00027ifwvb3nbrat
10001843,3/25/25,230,Term Charges,April,4800,,4800,,Cash,cmd3fp3ok00027ifwvb3nbrat
10001843,3/25/25,230,CAPS Workshop,April,2000,,2000,,Cash,cmd3fp3ok00027ifwvb3nbrat
10002027,3/25/25,229,Parent Orientation,April,1000,,1000,,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10002027,3/25/25,229,WonderSkill Workshop,April,1000,,1000,,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10002027,3/25/25,229,Annual Fund,April,5000,,5000,,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10002027,3/25/25,229,Term Charges,April,4600,,4600,,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10001343,3/25/25,228,Tuition Fees,April,4300,,4300,,Credit/Debit Card,cmd3fp3ok00027ifwvb3nbrat
10001343,3/25/25,228,Parent Orientation,April,1000,,1000,,Credit/Debit Card,cmd3fp3ok00027ifwvb3nbrat
10001343,3/25/25,228,Annual Fund,April,5000,,5000,,Credit/Debit Card,cmd3fp3ok00027ifwvb3nbrat
10001343,3/25/25,228,Term Charges,April,3300,,3300,,Credit/Debit Card,cmd3fp3ok00027ifwvb3nbrat
10001343,3/25/25,228,CAPS Workshop,April,2000,,2000,,Credit/Debit Card,cmd3fp3ok00027ifwvb3nbrat
10002037,3/25/25,227,Tuition Fees,April,3800,525,3275,Sibling Concession 15%,Credit/Debit Card,cmd3fp3ok00027ifwvb3nbrat
10002037,3/25/25,227,Parent Orientation,April,1000,,1000,,Credit/Debit Card,cmd3fp3ok00027ifwvb3nbrat
10002037,3/25/25,227,WonderSkill Workshop,April,1000,,1000,,Credit/Debit Card,cmd3fp3ok00027ifwvb3nbrat
10002037,3/25/25,227,Annual Fund,April,5000,,5000,,Credit/Debit Card,cmd3fp3ok00027ifwvb3nbrat
10002037,3/25/25,227,Term Charges,April,4600,,4600,,Credit/Debit Card,cmd3fp3ok00027ifwvb3nbrat
10003022,3/25/25,226,Tuition Fees,April,3500,525,2975,Sibling Concession 15%,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003022,3/25/25,226,Parent Orientation,April,1000,,1000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003022,3/25/25,226,Annual Fund,April,5000,,5000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003022,3/25/25,226,Term Charges,April,4300,,4300,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003243,3/24/25,225,Term Charges,April,1900,,1900,,Cash,cmd3fp3ok00027ifwvb3nbrat
10003243,3/24/25,225,Tuition Fees,April,2500,1500,1000,Staff Concession 1500,Cash,cmd3fp3ok00027ifwvb3nbrat
10003243,3/24/25,225,Parent Orientation,April,1000,,1000,,Cash,cmd3fp3ok00027ifwvb3nbrat
10003243,3/24/25,225,Annual Fund,April,1000,,1000,,Cash,cmd3fp3ok00027ifwvb3nbrat
10003243,3/24/25,225,Tuition Fees,May + June,5000,3000,2000,Staff Concession 1500,Cash,cmd3fp3ok00027ifwvb3nbrat
10003243,3/24/25,225,Tuition Fees,July + August,5000,3000,2000,Staff Concession 1500,Cash,cmd3fp3ok00027ifwvb3nbrat
10003243,3/24/25,225,Tuition Fees,September + October,5000,3000,2000,Staff Concession 1500,Cash,cmd3fp3ok00027ifwvb3nbrat
10003243,3/24/25,225,Term Charges,November,1900,,1900,,Cash,cmd3fp3ok00027ifwvb3nbrat
10003243,3/24/25,225,Tuition Fees,November,2500,1500,1000,Staff Concession 1500,Cash,cmd3fp3ok00027ifwvb3nbrat
10003243,3/24/25,225,Tuition Fees,December + January,5000,3000,2000,Staff Concession 1500,Cash,cmd3fp3ok00027ifwvb3nbrat
10003243,3/24/25,225,Tuition Fees,February + March,5000,3000,2000,Staff Concession 1500,Cash,cmd3fp3ok00027ifwvb3nbrat
10000905,3/24/25,224,Tuition Fees,May + June,8600,4000,4600,Advance Fee Deposit Discount 4000,Cash,cmd3fp3ok00027ifwvb3nbrat
10000905,3/24/25,224,Tuition Fees,July + August,8600,,8600,,Cash,cmd3fp3ok00027ifwvb3nbrat
10000905,3/24/25,224,Tuition Fees,September + October,8600,,8600,,Cash,cmd3fp3ok00027ifwvb3nbrat
10000905,3/24/25,224,Term Charges,November,3300,,3300,,Cash,cmd3fp3ok00027ifwvb3nbrat
10000905,3/24/25,224,Tuition Fees,November,4300,,4300,,Cash,cmd3fp3ok00027ifwvb3nbrat
10000905,3/24/25,224,Tuition Fees,December + January,8600,,8600,,Cash,cmd3fp3ok00027ifwvb3nbrat
10000905,3/24/25,224,Tuition Fees,February + March,8600,,8600,,Cash,cmd3fp3ok00027ifwvb3nbrat
10000968,3/24/25,223,Annual Fund,April,5000,,5000,,Cash,cmd3fp3ok00027ifwvb3nbrat
10000968,3/24/25,223,Term Charges,April,3300,,3300,,Cash,cmd3fp3ok00027ifwvb3nbrat
10000968,3/24/25,223,CAPS Workshop,April,2000,,2000,,Cash,cmd3fp3ok00027ifwvb3nbrat
10000968,3/24/25,223,Tuition Fees,April,4300,,4300,,Cash,cmd3fp3ok00027ifwvb3nbrat
10000968,3/24/25,223,Parent Orientation,April,1000,,1000,,Cash,cmd3fp3ok00027ifwvb3nbrat
10001004,3/24/25,222,Annual Fund,April,5000,,5000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10001004,3/24/25,222,Term Charges,April,3300,,3300,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10001004,3/24/25,222,CAPS Workshop,April,2000,,2000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10001004,3/24/25,222,Tuition Fees,April,4300,,4300,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10001004,3/24/25,222,Parent Orientation,April,1000,,1000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10000960,3/24/25,221,Annual Fund,April,5000,,5000,,Cash,cmd3fp3ok00027ifwvb3nbrat
10000960,3/24/25,221,Term Charges,April,3300,,3300,,Cash,cmd3fp3ok00027ifwvb3nbrat
10000960,3/24/25,221,CAPS Workshop,April,2000,,2000,,Cash,cmd3fp3ok00027ifwvb3nbrat
